CustomerID,Name,Age,Address,City,State,ZipCode,VerizonPlan,AmazonPrimeStatus,DeviceMake,DeviceModel,AcceptedOffer
691723,Kenneth Hall,38,595 Jones Mission,Chicago,CA,94848,Basic,Yes,OnePlus,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months
419030,Amanda Garcia,23,55215 Garcia Ville,Charlotte,OH,29689,Standard,Yes,Samsung,iPhone 13,Free upgrade to the next Verizon plan tier for 3 months
428947,Heather Hayes,18,9389 Christian Oval,Austin,MO,27210,Basic,No,Google,OnePlus 9,Buy a tablet: 30% off on us
655839,Nicole Keith,22,793 Mcdonald Stream Apt. 456,San Francisco,MI,74363,Basic,No,Samsung,Pixel 6,"First purchase: Buy two phones, one on us"
373538,Peggy Barry,58,96970 Quinn Terrace,Denver,IN,75040,Standard,No,Google,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
431236,Linda Evans,29,530 Brian Trail Apt. 246,Minneapolis,CA,48499,Standard,Yes,OnePlus,Pixel 6,Buy a tablet: 30% off on us
628178,Arthur Bennett,43,52057 Mendoza Canyon Suite 146,Nashville,AZ,43492,Premium,Yes,Huawei,P40 Pro,Free upgrade to the next Verizon plan tier for 3 months
665894,Mrs. Ashley Flores,63,8098 White Isle Apt. 310,Nashville,TN,23349,Premium,No,OnePlus,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount"
589492,Becky Chandler,51,8083 Joseph Terrace,Fort Worth,MI,67954,Standard,No,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
356840,Darrell Mcdaniel,66,17433 Rita Lodge Suite 258,Miami,AZ,85694,Basic,No,Google,Pixel 6,"First purchase: Buy two phones, one on us"
573254,Charles Coleman,31,41506 Derek Well,Los Angeles,OR,3790,Basic,Yes,Apple,Pixel 6,"First purchase: Buy two phones, one on us"
449457,William Patton,43,835 Shannon Fall Suite 310,Denver,MN,25855,Basic,Yes,Apple,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
765987,Michael Price,62,87700 Sandoval Crescent,Indianapolis,CA,98177,Basic,Yes,Samsung,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
370936,Jeremy Monroe,44,8044 Wheeler Crescent Suite 601,Miami,OR,17504,Basic,Yes,Google,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months
339931,Melanie Monroe,26,093 Dale Creek Apt. 980,Detroit,OH,61662,Premium,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
339629,Diane Cummings,43,1985 Schmidt Park Apt. 033,Fort Worth,GA,36074,Standard,No,Huawei,P40 Pro,20% off Amazon Prime subscription
305041,Allison Hunt,64,6850 Molly Dale,Cincinnati,MI,24045,Premium,Yes,Apple,OnePlus 9,Free upgrade to the next Verizon plan tier for 3 months
798361,Ashley Patel,39,618 Hill Centers,Chicago,CA,30316,Basic,Yes,Huawei,Pixel 6,Free upgrade to the next Verizon plan tier for 3 months
831912,Joshua Garner,64,717 Stephen Fords,Washington,CO,10588,Basic,Yes,Samsung,Pixel 6,"First purchase: Buy two phones, one on us"
517113,Michael Wilson,47,6077 Samantha Trail,Portland,GA,42972,Basic,Yes,Apple,Pixel 6,"First purchase: Buy two phones, one on us"
168148,Renee Barnett,60,416 Nelson Inlet Suite 982,Columbus,TX,59426,Basic,Yes,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us"
877089,Dorothy Bradley,65,609 Fernandez Spurs,Tampa,MN,69926,Standard,No,Samsung,OnePlus 9,"First purchase: Buy two phones, one on us"
748531,Jennifer Griffin,34,07295 Nicholson Squares,Kansas City,OH,24846,Basic,Yes,Huawei,iPhone 13,"First purchase: Buy two phones, one on us"
351995,Mary Little,43,47742 Thomas Vista,Nashville,FL,74451,Standard,Yes,Samsung,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount"
778843,Kathryn Hogan,53,37971 Pope Centers Suite 166,Atlanta,CA,90631,Basic,Yes,Apple,iPhone 13,Buy a tablet: 30% off on us
672843,Michael Dean,18,142 Faulkner Roads Apt. 628,Denver,AZ,88039,Standard,No,Google,P40 Pro,Buy a tablet: 30% off on us
356508,Jennifer Yates,25,547 Audrey Throughway Apt. 777,Seattle,NY,18018,Premium,No,Google,Pixel 6,20% off Amazon Prime subscription
903591,Barry Mason,66,6798 Vaughan Parks Apt. 135,Phoenix,NC,35066,Basic,No,Huawei,Galaxy S21,20% off Amazon Prime subscription
996942,Tyler Martin,52,7796 Justin Streets,Cincinnati,GA,2960,Standard,Yes,Huawei,P40 Pro,"First purchase: Buy two phones, one on us"
206530,Elizabeth Pollard,69,080 Amanda Manor Apt. 101,Miami,OH,63221,Premium,No,Google,P40 Pro,Buy a tablet: 30% off on us
704365,Patricia Daniels,32,62208 Dana Haven Apt. 791,San Diego,MA,88167,Basic,Yes,Huawei,P40 Pro,"First purchase: Buy two phones, one on us"
922352,Richard Brown,64,878 Russell Extension,Las Vegas,NC,18394,Basic,Yes,Samsung,Galaxy S21,Buy a tablet: 30% off on us
560337,Erin Alvarez,39,34445 Brandon Island Apt. 365,Orlando,GA,13158,Basic,No,OnePlus,Galaxy S21,"First purchase: Buy two phones, one on us"
824839,James Dixon,31,82297 Parker Spring,Phoenix,GA,22880,Standard,Yes,OnePlus,OnePlus 9,Free upgrade to the next Verizon plan tier for 3 months
905889,Tiffany Jones,43,221 Sanders Way Apt. 737,Chicago,MA,61342,Standard,Yes,Samsung,OnePlus 9,"Buy one accessory, get another 50% off"
559773,Leslie Rose,45,6640 Taylor Drives,Cincinnati,AZ,83665,Premium,Yes,OnePlus,iPhone 13,Free streaming service for 6 months with any Verizon plan
308261,Christopher Meyers,40,549 Love Rest,New York,NC,64021,Standard,No,Apple,Galaxy S21,"First purchase: Buy two phones, one on us"
864469,Melissa Webb,31,62828 Devin Spurs,Cleveland,TX,28842,Standard,Yes,Samsung,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months
441097,Makayla Alvarez,41,17592 Price Manors,Kansas City,DC,81744,Basic,Yes,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us"
415139,Zachary Moore,19,2678 Tara Pass Suite 712,San Diego,IL,31012,Basic,No,Samsung,OnePlus 9,"First purchase: Buy two phones, one on us"
271829,Christina Carroll,62,81712 King Neck Suite 377,Denver,DC,32376,Basic,Yes,Google,P40 Pro,Double your data for 3 months at no extra cost
371836,Kimberly Hamilton,43,6642 Roger Ranch Suite 750,Los Angeles,MO,27934,Basic,Yes,Huawei,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
538974,John Larson,31,0610 Cook Isle,Nashville,TX,16451,Basic,No,Google,OnePlus 9,"First purchase: Buy two phones, one on us"
302283,Jay Williams,68,69191 Kenneth Course Suite 607,Chicago,GA,95069,Basic,Yes,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us"
296769,Matthew Fernandez Jr.,24,14466 Johnny Mount,Washington,FL,80807,Basic,Yes,OnePlus,OnePlus 9,Buy a tablet: 30% off on us
661353,Catherine Fitzgerald,20,526 Miller Ports Suite 581,Orlando,MN,41399,Premium,Yes,Samsung,iPhone 13,"First purchase: Buy two phones, one on us"
323165,Daniel Wade,64,66492 Meyer Gardens,Tampa,GA,43787,Premium,Yes,Apple,Galaxy S21,"First purchase: Buy two phones, one on us"
723587,Summer Bishop,40,0088 Traci Club,Columbus,OH,97518,Premium,Yes,Huawei,iPhone 13,Buy a tablet: 30% off on us
635822,Angela Smith,63,98465 Jason Skyway Apt. 633,Boston,OR,83442,Premium,No,Huawei,Galaxy S21,Buy a tablet: 30% off on us
587879,Robert Burgess,60,080 Turner Passage Apt. 164,Denver,TX,64263,Basic,No,Google,OnePlus 9,"First purchase: Buy two phones, one on us"
664685,Bradley Robertson,64,712 Richard Fort Apt. 586,Columbus,CA,23242,Premium,No,OnePlus,P40 Pro,20% off Amazon Prime subscription
882038,Jessica Barnett,62,52937 Angela Ford,Seattle,FL,14125,Basic,No,Google,Pixel 6,"First purchase: Buy two phones, one on us"
453531,Gina Foster,35,4974 Rodriguez Spur,Cincinnati,WA,90596,Premium,Yes,Google,iPhone 13,Buy a tablet: 30% off on us
363160,John Weber,55,707 Margaret Village Suite 702,Dallas,MO,41319,Standard,Yes,OnePlus,OnePlus 9,Buy a tablet: 30% off on us
679879,John Greene,52,653 Joshua Walk,Kansas City,MA,34223,Premium,Yes,Apple,P40 Pro,Buy a tablet: 30% off on us
320884,Larry Stephens,68,670 Amanda Harbor Suite 893,Indianapolis,TX,6037,Premium,Yes,Google,OnePlus 9,Buy a tablet: 30% off on us
123247,Charlene Moses,32,88121 Newton Stream,Orlando,IL,3282,Basic,Yes,Google,iPhone 13,"First purchase: Buy two phones, one on us"
124300,Marvin Cline,42,38217 Kimberly Circle,Washington,TX,48307,Premium,No,Huawei,Pixel 6,"First purchase: Buy two phones, one on us"
567281,Kenneth Smith,54,1878 Oconnor Lock,Nashville,TN,3708,Standard,No,OnePlus,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
707086,Mr. Franklin Cantrell,45,2547 Hardy Ports Suite 455,Atlanta,FL,77328,Basic,Yes,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us"
633556,Paul Wilson,27,5707 Samuel Points Apt. 610,Dallas,TN,9765,Basic,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
448951,Jimmy Richardson,56,841 Michael Ports Apt. 624,Denver,CA,79760,Premium,Yes,Apple,OnePlus 9,Buy a tablet: 30% off on us
374329,Leslie Dalton,34,53553 Martin Rapids,Cincinnati,TX,28846,Basic,No,OnePlus,P40 Pro,"Buy one accessory, get another 50% off"
819064,Erik Brown,56,8492 Ashley Route,Indianapolis,GA,16573,Basic,Yes,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us"
842139,Debbie Miller,39,165 Macias Junctions Apt. 632,Boston,TX,26473,Basic,Yes,Huawei,Pixel 6,"First purchase: Buy two phones, one on us"
532315,Samantha Stewart,43,691 Megan Stravenue,Miami,NC,38473,Basic,Yes,OnePlus,Pixel 6,"First purchase: Buy two phones, one on us"
616588,Barbara Ross,61,58975 Young Haven Suite 027,San Francisco,DC,45683,Basic,No,Huawei,Galaxy S21,Bundle home internet with mobile for a 15% discount
336584,Christopher Rodgers,42,03065 Debra Walk,Chicago,TX,57107,Basic,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
662332,Alicia Clark,34,81168 Jenna Prairie,Nashville,DC,18152,Standard,No,Apple,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
937646,Christopher Wilkerson,30,836 Steven Pike Suite 969,Columbus,FL,47374,Premium,No,Samsung,Galaxy S21,20% off Amazon Prime subscription
476896,Laura Soto PhD,37,13473 Rodriguez Forge,Atlanta,TX,99598,Standard,No,OnePlus,iPhone 13,20% off Amazon Prime subscription
148984,Mallory Hodges,42,7923 Stephanie Summit,Tampa,TX,96791,Basic,No,Google,P40 Pro,Buy a tablet: 30% off on us
402918,Angel Richardson,21,81021 Mary Coves,Kansas City,NY,96156,Basic,No,Google,Pixel 6,"First purchase: Buy two phones, one on us"
364712,David Flores,27,00379 Hughes Valleys,Cleveland,CA,17713,Premium,No,Samsung,Galaxy S21,Buy a tablet: 30% off on us
220151,Jocelyn Duffy,20,457 Daniels Inlet Apt. 959,Chicago,MO,43541,Standard,Yes,Samsung,Pixel 6,Get a $50 gift card with any new phone purchase
555808,Alexander Harper,58,768 Young Brook,Miami,WA,24918,Premium,Yes,Huawei,P40 Pro,Buy a tablet: 30% off on us
233767,Tommy Newton,62,94456 Derrick Road,Indianapolis,TN,9628,Standard,Yes,Samsung,Pixel 6,Buy a tablet: 30% off on us
748663,Ashley Sanchez,35,10634 Katelyn Forks,Denver,NY,32762,Basic,No,Samsung,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount"
803550,Keith Wilson,64,925 Lawrence Viaduct,Orlando,TX,12391,Premium,Yes,Google,P40 Pro,Buy a tablet: 30% off on us
236330,Ray Hendricks,53,764 William Circle,Portland,MA,19628,Premium,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us"
580754,Lisa Johnson,64,60128 Keith Run Suite 902,Indianapolis,OH,38494,Basic,No,Samsung,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount"
401648,Molly Gillespie,39,206 Matthew Gateway,San Francisco,MO,48507,Premium,No,Samsung,OnePlus 9,"First purchase: Buy two phones, one on us"
788519,Eric Peters,51,22221 Melissa Tunnel Apt. 392,Washington,TX,38741,Standard,Yes,Huawei,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months
113986,Roberto Solis,64,828 Reyes Ford Suite 275,Portland,GA,98113,Standard,No,OnePlus,P40 Pro,Buy a tablet: 30% off on us
686146,Michael Hanna,25,6796 Eddie Court,Columbus,MO,39097,Standard,No,Huawei,Galaxy S21,Buy a tablet: 30% off on us
229312,Steven Mcdaniel,57,94165 Angela Forks Apt. 547,Miami,TX,64751,Standard,Yes,Google,iPhone 13,"First purchase: Buy two phones, one on us"
112666,Meghan Spencer,66,2854 James Extensions,Houston,MN,44127,Basic,Yes,OnePlus,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
400804,Lisa Butler,61,0700 Olson Lane,Austin,CA,60699,Premium,No,Apple,OnePlus 9,"First purchase: Buy two phones, one on us"
234633,Paige Perez,36,2597 Johnson Rapids,San Diego,TX,66652,Standard,No,Huawei,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
388998,Paula Graham,59,998 Smith Spurs,Seattle,OH,42376,Basic,Yes,Google,P40 Pro,Buy a tablet: 30% off on us
950937,Ann Morrison,58,3649 William Groves,Orlando,MI,23342,Premium,Yes,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us"
728776,Anthony Jones,54,7624 Nicole Ports,Kansas City,TX,21660,Premium,Yes,Huawei,Pixel 6,Free streaming service for 6 months with any Verizon plan
807611,Elizabeth Johnson,23,08189 Lewis Walks,Detroit,DC,80341,Basic,No,Samsung,iPhone 13,Buy a tablet: 30% off on us
384806,Mitchell Gay,69,46590 Jennifer Trail Apt. 871,Detroit,CO,68157,Basic,Yes,Huawei,iPhone 13,Free upgrade to the next Verizon plan tier for 3 months
894824,Jennifer Kelly,43,180 Lisa Mountains,Atlanta,DC,38498,Standard,Yes,Apple,Galaxy S21,"First purchase: Buy two phones, one on us"
130535,Jennifer Morton,51,89055 Alexander Row,Atlanta,MO,95064,Premium,Yes,Huawei,OnePlus 9,Buy a tablet: 30% off on us
475713,Lisa Stewart,62,89194 Adkins Flat Suite 378,Los Angeles,MN,85795,Premium,No,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us"
938688,Thomas Anderson,23,337 Jacob Rapid Suite 452,Tampa,FL,33556,Basic,Yes,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us"
451279,Jason Bennett,54,617 Weaver Spur,Dallas,NC,70544,Premium,Yes,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us"
921654,Timothy Morris,50,1976 Samantha Springs,Fort Worth,NV,90572,Standard,Yes,OnePlus,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
701661,Dean Pope,39,2939 Levy Parkway Apt. 022,Charlotte,AZ,61868,Premium,Yes,Samsung,Pixel 6,Buy a tablet: 30% off on us
747972,Patricia Ibarra,38,45741 Holden Overpass Suite 144,Washington,OH,53452,Basic,Yes,Huawei,Galaxy S21,Buy a tablet: 30% off on us
589570,Daniel Morrison,23,42110 Spencer Greens Suite 381,Dallas,NY,17496,Basic,No,Samsung,Pixel 6,20% off Amazon Prime subscription
556551,Kristopher Moore,23,041 Sanders Mews Suite 682,Atlanta,MN,34515,Standard,No,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us"
373109,Jeffrey Stevens,65,5822 Davis Ridge,Boston,AZ,41779,Standard,No,Google,OnePlus 9,"First purchase: Buy two phones, one on us"
124538,Susan Sanchez,21,7273 Shaw Ford Apt. 834,Portland,TX,69057,Premium,Yes,Huawei,Pixel 6,Free streaming service for 6 months with any Verizon plan
994498,Kevin Schmitt,47,3822 Brooks Meadow Apt. 819,Boston,NC,50758,Premium,No,OnePlus,Pixel 6,"First purchase: Buy two phones, one on us"
301664,Erin Pollard,28,869 English Trafficway Apt. 949,Indianapolis,TX,93127,Basic,No,Samsung,Pixel 6,"First purchase: Buy two phones, one on us"
591234,Christopher Salinas,47,3755 Gray Glen,Denver,FL,63172,Standard,No,Google,Galaxy S21,Buy a tablet: 30% off on us
999684,Anthony Miller,48,9078 David Expressway,San Diego,MN,98767,Standard,Yes,Huawei,P40 Pro,"First purchase: Buy two phones, one on us"
239182,Debbie Davis,41,70033 Amy Mills Apt. 574,Fort Worth,TX,70671,Standard,Yes,Huawei,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
572525,Dr. Michael Williams,26,8106 Spencer Crossroad,Charlotte,NY,23447,Premium,No,Apple,Pixel 6,Buy a tablet: 30% off on us
258338,Debbie Lowe,20,5590 Ronald Islands,Orlando,NC,77327,Standard,No,Apple,P40 Pro,Buy a tablet: 30% off on us
284064,Michael Ramos,68,9174 Shaw Harbor,New York,NV,40634,Basic,Yes,Samsung,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
314020,Mario Brown,48,94518 Riley Mill Suite 013,Kansas City,FL,19077,Basic,Yes,Apple,OnePlus 9,"First purchase: Buy two phones, one on us"
723094,Christine Green,57,973 Ortiz Pine Apt. 675,San Diego,IL,98470,Premium,No,Samsung,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
997421,Emily Johnson,54,622 Dylan Wells Suite 748,Austin,FL,25904,Premium,Yes,OnePlus,Pixel 6,Buy a tablet: 30% off on us
715270,Yvette Spence,53,65945 Joshua Mill,Dallas,DC,88780,Standard,No,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us"
745914,Jennifer Smith,41,1113 Charles Hill,Fort Worth,AZ,19525,Premium,Yes,Apple,P40 Pro,Buy a tablet: 30% off on us
219176,Roy Johnson,48,62460 Castro Summit,Detroit,FL,2022,Basic,No,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us"
318126,Monica Moody,23,7266 Mary Ramp Suite 854,Las Vegas,GA,17483,Standard,No,Apple,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
318969,Kerry Cochran,19,002 Christina Bypass Suite 441,Tampa,TX,56947,Basic,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us
222409,Heather Newton,37,68292 Ayers Springs Suite 689,Austin,OH,14466,Standard,No,Google,Pixel 6,Buy a tablet: 30% off on us
647707,Robert Lopez,45,93067 Jade Heights Apt. 853,Washington,IN,29221,Premium,No,Huawei,OnePlus 9,"First purchase: Buy two phones, one on us"
353618,Melissa Hill,28,7448 Gregory Harbor Apt. 364,Columbus,TX,97310,Standard,No,Apple,OnePlus 9,"First purchase: Buy two phones, one on us"
869598,James Williams,21,40651 Sanchez Springs,Orlando,TX,81707,Standard,Yes,Samsung,Pixel 6,"First purchase: Buy two phones, one on us"
150015,Janice Black,32,855 Golden Place Apt. 942,Indianapolis,FL,54619,Basic,Yes,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us"
872838,Monique Chandler,23,4949 Bishop Prairie Apt. 927,Denver,CO,4345,Basic,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
222096,Crystal Anderson,66,97555 Jones Island Apt. 534,Seattle,NV,70741,Standard,No,Apple,OnePlus 9,"First purchase: Buy two phones, one on us"
731347,Meghan Beasley,47,686 Bennett Valleys Suite 682,Detroit,CA,49511,Premium,Yes,Huawei,OnePlus 9,"First purchase: Buy two phones, one on us"
285340,Andre Lynch,55,33738 Courtney Parks,Detroit,NV,56106,Premium,No,Samsung,iPhone 13,Buy a tablet: 30% off on us
210687,Daniel Duffy,68,7702 Watson Extensions,Kansas City,MO,16723,Basic,No,Google,Galaxy S21,20% off Amazon Prime subscription
974371,Tina Arias,19,91490 Walker Camp,Miami,NV,61727,Premium,Yes,OnePlus,iPhone 13,Buy a tablet: 30% off on us
511357,Jason Gomez,32,90256 Norman Courts Suite 242,New York,TX,13003,Basic,Yes,Samsung,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
835716,Matthew Fleming,28,90565 Michael Skyway Apt. 783,San Antonio,OH,24012,Premium,No,OnePlus,OnePlus 9,Buy a tablet: 30% off on us
205878,Darren Woods,25,607 Green Locks,Dallas,AZ,16589,Standard,No,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
827270,Cynthia Peterson,43,034 Timothy Square Suite 987,Boston,AZ,32412,Basic,Yes,Huawei,iPhone 13,Free upgrade to the next Verizon plan tier for 3 months
298286,Shane Smith,68,81055 Wright Grove,Kansas City,OR,88984,Basic,Yes,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us"
